14:07:39.1720 [INFO] uart5: [output] CANTRIP> [ssynthetic_random_alloc 42 1000 48 latency next_fit
14:07:39.1721 [INFO] uart5: [virt: 34.28s (+14.8ms)] CANTRIP> [ssynthetic_random_alloc 42 1000 48 latency next_fit
14:07:39.1734 [INFO] uart5: [output] Begin synthetic workload!
14:07:39.1735 [INFO] uart5: [virt:  34.28s (+0.2ms)] Begin synthetic workload!
14:07:39.1851 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 16384, 'slab resets': 0,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 16384, 'obj-in-use': 1, 'instruction count': 427478, 'allocation': true}
14:08:19.4030 [INFO] uart5: [virt:  35.03s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 1665104, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 199680, 'obj-in-use': 75, 'instruction count': 1604, 'allocation': true}
14:08:19.4903 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 1665104, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 199648, 'obj-in-use': 74, 'instruction count': 1542, 'allocation': false}
14:08:19.4903 [INFO] uart5: [virt:  35.03s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 1665104, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 199648, 'obj-in-use': 74, 'instruction count': 1542, 'allocation': false}
14:08:19.5648 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 1665104, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 199616, 'obj-in-use': 73, 'instruction count': 1431, 'allocation': false}
14:08:19.5650 [INFO] uart5: [virt:  35.03s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 1665104, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 199616, 'obj-in-use': 73, 'instruction count': 1431, 'allocation': false}
14:08:19.6419 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 1665360, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 199872, 'obj-in-use': 74, 'instruction count': 1616, 'allocation': true}
14:08:19.6420 [INFO] uart5: [virt:  35.03s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 1665360, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 199872, 'obj-in-use': 74, 'instruction count': 1616, 'allocation': true}
14:08:19.7193 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 1665360, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 198848, 'obj-in-use': 73, 'instruction count': 24546, 'allocation': false}
14:08:19.7194 [INFO] uart5: [virt:  35.03s (+0.8ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 1665360, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 198848, 'obj-in-use': 73, 'instruction count': 24546, 'allocation': false}
14:08:19.7961 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 1665360, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 198832, 'obj-in-use': 72, 'instruction count': 1581, 'allocation': false}
14:08:19.7962 [INFO] uart5: [virt:  35.03s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 1665360, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 198832, 'obj-in-use': 72, 'instruction count': 1581, 'allocation': false}
14:08:19.8766 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 1666384, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 199856, 'obj-in-use': 73, 'instruction count': 1557, 'allocation': true}
14:08:19.8767 [INFO] uart5: [virt:  35.03s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 1666384, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 199856, 'obj-in-use': 73, 'instruction count': 1557, 'allocation': true}
14:08:19.9521 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 1666400, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 199872, 'obj-in-use': 74, 'instruction count': 1555, 'allocation': true}
14:08:19.9523 [INFO] uart5: [virt:  35.03s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 1666400, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 199872, 'obj-in-use': 74, 'instruction count': 1555, 'allocation': true}
14:08:20.0534 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 1666416, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 199888, 'obj-in-use': 75, 'instruction count': 1602, 'allocation': true}
14:08:20.0535 [INFO] uart5: [virt:  35.03s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 1666416, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 199888, 'obj-in-use': 75, 'instruction count': 1602, 'allocation': true}
14:08:20.1536 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 1666928, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 200400, 'obj-in-use': 76, 'instruction count': 1634, 'allocation': true}
14:08:20.1537 [INFO] uart5: [virt: 35.04s (+10.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 1666928, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 200400, 'obj-in-use': 76, 'instruction count': 1634, 'allocation': true}
14:08:20.2426 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 1666928, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 200384, 'obj-in-use': 75, 'instruction count': 1547, 'allocation': false}
14:08:20.2428 [INFO] uart5: [virt:  35.04s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 1666928, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 200384, 'obj-in-use': 75, 'instruction count': 1547, 'allocation': false}
14:08:20.3292 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 1666928, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 196288, 'obj-in-use': 74, 'instruction count': 93392, 'allocation': false}
14:08:20.3292 [INFO] uart5: [virt:  35.04s (+1.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 1666928, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 196288, 'obj-in-use': 74, 'instruction count': 93392, 'allocation': false}
14:08:20.4145 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 1666944, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 196304, 'obj-in-use': 75, 'instruction count': 1555, 'allocation': true}
14:08:20.4146 [INFO] uart5: [virt:  35.04s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 1666944, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 196304, 'obj-in-use': 75, 'instruction count': 1555, 'allocation': true}
14:08:20.5005 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 1666960, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 196320, 'obj-in-use': 76, 'instruction count': 1602, 'allocation': true}
14:08:20.5006 [INFO] uart5: [virt:  35.05s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 1666960, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 196320, 'obj-in-use': 76, 'instruction count': 1602, 'allocation': true}
14:08:20.5847 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 1671056, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 200416, 'obj-in-use': 77, 'instruction count': 1593, 'allocation': true}
14:08:20.5848 [INFO] uart5: [virt:  35.05s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 1671056, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 200416, 'obj-in-use': 77, 'instruction count': 1593, 'allocation': true}
14:08:20.6669 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 1671056, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 200400, 'obj-in-use': 76, 'instruction count': 1387, 'allocation': false}
14:08:20.6671 [INFO] uart5: [virt:  35.05s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 1671056, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 200400, 'obj-in-use': 76, 'instruction count': 1387, 'allocation': false}
14:08:20.7623 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 1671056, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 199888, 'obj-in-use': 75, 'instruction count': 3390, 'allocation': false}
14:08:20.7623 [INFO] uart5: [virt:  35.05s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 1671056, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 199888, 'obj-in-use': 75, 'instruction count': 3390, 'allocation': false}
14:08:20.8507 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 1671056, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 195792, 'obj-in-use': 74, 'instruction count': 1483, 'allocation': false}
14:08:20.8509 [INFO] uart5: [virt:  35.05s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 1671056, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 195792, 'obj-in-use': 74, 'instruction count': 1483, 'allocation': false}
14:08:20.9316 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 1671056, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 194768, 'obj-in-use': 73, 'instruction count': 1335, 'allocation': false}
14:08:20.9317 [INFO] uart5: [virt:  35.05s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 1671056, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 194768, 'obj-in-use': 73, 'instruction count': 1335, 'allocation': false}
14:08:21.0177 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 1671072, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 194784, 'obj-in-use': 74, 'instruction count': 1640, 'allocation': true}
14:08:21.0178 [INFO] uart5: [virt:  35.05s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 1671072, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 194784, 'obj-in-use': 74, 'instruction count': 1640, 'allocation': true}
14:08:21.1032 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 1671584, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 195296, 'obj-in-use': 75, 'instruction count': 1634, 'allocation': true}
14:08:21.1033 [INFO] uart5: [virt:  35.05s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 1671584, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 195296, 'obj-in-use': 75, 'instruction count': 1634, 'allocation': true}
14:08:21.1865 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 1671616, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 195328, 'obj-in-use': 76, 'instruction count': 1629, 'allocation': true}
14:08:21.1867 [INFO] uart5: [virt:  35.05s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 1671616, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 195328, 'obj-in-use': 76, 'instruction count': 1629, 'allocation': true}
14:08:21.2643 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 1704384, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 228096, 'obj-in-use': 84, 'instruction count': 2077, 'allocation': true}
14:08:21.2644 [INFO] uart5: [virt:  35.05s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 1704384, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 228096, 'obj-in-use': 84, 'instruction count': 2077, 'allocation': true}
14:08:21.3550 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 1704896, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 228608, 'obj-in-use': 85, 'instruction count': 1660, 'allocation': true}
14:08:21.3552 [INFO] uart5: [virt:  35.05s (+0.7ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 1704896, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 228608, 'obj-in-use': 85, 'instruction count': 1660, 'allocation': true}
14:08:21.4422 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 1708992, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 232704, 'obj-in-use': 86, 'instruction count': 1593, 'allocation': true}
14:08:21.4423 [INFO] uart5: [virt:  35.05s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 1708992, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 232704, 'obj-in-use': 86, 'instruction count': 1593, 'allocation': true}
14:08:21.5402 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 1708992, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 231680, 'obj-in-use': 85, 'instruction count': 24509, 'allocation': false}
14:08:21.5404 [INFO] uart5: [virt:  35.05s (+0.9ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 1708992, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 231680, 'obj-in-use': 85, 'instruction count': 24509, 'allocation': false}
14:08:21.6292 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 1709008, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 231696, 'obj-in-use': 86, 'instruction count': 1640, 'allocation': true}
14:08:21.6293 [INFO] uart5: [virt:  35.05s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 1709008, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 231696, 'obj-in-use': 86, 'instruction count': 1640, 'allocation': true}
14:08:21.7163 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 1709520, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 232208, 'obj-in-use': 87, 'instruction count': 1634, 'allocation': true}
14:08:21.7164 [INFO] uart5: [virt:  35.05s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 1709520, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 232208, 'obj-in-use': 87, 'instruction count': 1634, 'allocation': true}
14:08:21.8085 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 1709520, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 231696, 'obj-in-use': 86, 'instruction count': 3370, 'allocation': false}
14:08:21.8087 [INFO] uart5: [virt:  35.05s (+0.7ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 1709520, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 231696, 'obj-in-use': 86, 'instruction count': 3370, 'allocation': false}
14:08:21.9129 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 1709536, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 231712, 'obj-in-use': 87, 'instruction count': 1628, 'allocation': true}
14:08:21.9131 [INFO] uart5: [virt:  35.06s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 1709536, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 231712, 'obj-in-use': 87, 'instruction count': 1628, 'allocation': true}
14:08:22.0068 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 1709536, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 215328, 'obj-in-use': 86, 'instruction count': 320558, 'allocation': false}
14:08:22.0069 [INFO] uart5: [virt:  35.06s (+3.8ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 1709536, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 215328, 'obj-in-use': 86, 'instruction count': 320558, 'allocation': false}
14:08:22.1056 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 1709552, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 215344, 'obj-in-use': 87, 'instruction count': 1628, 'allocation': true}
14:08:22.1058 [INFO] uart5: [virt:  35.06s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 1709552, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 215344, 'obj-in-use': 87, 'instruction count': 1628, 'allocation': true}
14:08:22.2214 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 1709552, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 211248, 'obj-in-use': 86, 'instruction count': 1591, 'allocation': false}
14:08:22.2216 [INFO] uart5: [virt:  35.06s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 1709552, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 211248, 'obj-in-use': 86, 'instruction count': 1591, 'allocation': false}
14:08:22.3170 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 1713648, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 215344, 'obj-in-use': 87, 'instruction count': 1593, 'allocation': true}
14:08:22.3171 [INFO] uart5: [virt:  35.06s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 1713648, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 215344, 'obj-in-use': 87, 'instruction count': 1593, 'allocation': true}
14:08:22.4114 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 1713648, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 214832, 'obj-in-use': 86, 'instruction count': 1419, 'allocation': false}
14:08:22.4115 [INFO] uart5: [virt:  35.06s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 1713648, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 214832, 'obj-in-use': 86, 'instruction count': 1419, 'allocation': false}
14:08:22.5054 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 1717744, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 218928, 'obj-in-use': 87, 'instruction count': 1613, 'allocation': true}
14:08:22.5056 [INFO] uart5: [virt:  35.06s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 1717744, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 218928, 'obj-in-use': 87, 'instruction count': 1613, 'allocation': true}
14:08:22.6133 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 1717744, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 218416, 'obj-in-use': 86, 'instruction count': 3039, 'allocation': false}
14:08:22.6134 [INFO] uart5: [virt:  35.06s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 1717744, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 218416, 'obj-in-use': 86, 'instruction count': 3039, 'allocation': false}
14:08:22.7212 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 1718256, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 218928, 'obj-in-use': 87, 'instruction count': 1660, 'allocation': true}
14:08:22.7214 [INFO] uart5: [virt:  35.06s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 1718256, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 218928, 'obj-in-use': 87, 'instruction count': 1660, 'allocation': true}
14:08:22.8206 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 1718256, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 214832, 'obj-in-use': 86, 'instruction count': 1613, 'allocation': false}
14:08:22.8207 [INFO] uart5: [virt:  35.06s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 1718256, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 214832, 'obj-in-use': 86, 'instruction count': 1613, 'allocation': false}
14:08:22.9127 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 1718256, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 214800, 'obj-in-use': 85, 'instruction count': 1462, 'allocation': false}
14:08:22.9129 [INFO] uart5: [virt:  35.06s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 1718256, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 214800, 'obj-in-use': 85, 'instruction count': 1462, 'allocation': false}
14:08:23.0116 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 1722352, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 218896, 'obj-in-use': 86, 'instruction count': 1593, 'allocation': true}
14:08:23.0117 [INFO] uart5: [virt:  35.07s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 1722352, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 218896, 'obj-in-use': 86, 'instruction count': 1593, 'allocation': true}
14:08:23.1169 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 1723376, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 219920, 'obj-in-use': 87, 'instruction count': 2356, 'allocation': true}
14:08:23.1171 [INFO] uart5: [virt:  35.07s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 1723376, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 219920, 'obj-in-use': 87, 'instruction count': 2356, 'allocation': true}
14:08:23.2251 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 1723376, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 199440, 'obj-in-use': 82, 'instruction count': 7095, 'allocation': false}
14:08:23.2253 [INFO] uart5: [virt:  35.07s (+0.7ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 1723376, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 199440, 'obj-in-use': 82, 'instruction count': 7095, 'allocation': false}
14:08:23.3222 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 1723376, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 199312, 'obj-in-use': 81, 'instruction count': 1407, 'allocation': false}
14:08:23.3223 [INFO] uart5: [virt:  35.07s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 1723376, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 199312, 'obj-in-use': 81, 'instruction count': 1407, 'allocation': false}
14:08:23.4148 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 1723408, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 199344, 'obj-in-use': 82, 'instruction count': 1633, 'allocation': true}
14:08:23.4149 [INFO] uart5: [virt:  35.07s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 1723408, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 199344, 'obj-in-use': 82, 'instruction count': 1633, 'allocation': true}
14:08:23.5149 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 1723408, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 198832, 'obj-in-use': 81, 'instruction count': 3370, 'allocation': false}
14:08:23.5151 [INFO] uart5: [virt:  35.07s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 1723408, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 198832, 'obj-in-use': 81, 'instruction count': 3370, 'allocation': false}
14:08:23.5984 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 1723424, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 198848, 'obj-in-use': 82, 'instruction count': 1602, 'allocation': true}
14:08:23.5986 [INFO] uart5: [virt:  35.07s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 1723424, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 198848, 'obj-in-use': 82, 'instruction count': 1602, 'allocation': true}
14:08:23.6775 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 1723424, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 198832, 'obj-in-use': 81, 'instruction count': 1403, 'allocation': false}
14:08:23.6777 [INFO] uart5: [virt:  35.07s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 1723424, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 198832, 'obj-in-use': 81, 'instruction count': 1403, 'allocation': false}
14:08:23.7615 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 1727520, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 202928, 'obj-in-use': 82, 'instruction count': 1593, 'allocation': true}
14:08:23.7616 [INFO] uart5: [virt:  35.07s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 1727520, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 202928, 'obj-in-use': 82, 'instruction count': 1593, 'allocation': true}
14:08:23.8567 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 1728032, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 203440, 'obj-in-use': 83, 'instruction count': 1646, 'allocation': true}
14:08:23.8568 [INFO] uart5: [virt:  35.07s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 1728032, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 203440, 'obj-in-use': 83, 'instruction count': 1646, 'allocation': true}
14:08:23.9412 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 1728032, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 170672, 'obj-in-use': 75, 'instruction count': 11451, 'allocation': false}
14:08:23.9414 [INFO] uart5: [virt:  35.07s (+0.8ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 1728032, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 170672, 'obj-in-use': 75, 'instruction count': 11451, 'allocation': false}
14:08:24.0238 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 1728288, 'slab resets': 9,'untyped_too_small': 3, 'oom': 0, 'bytes in-use': 170928, 'obj-in-use': 76, 'instruction count': 1768, 'allocation': true}
