11:14:10.6901 [INFO] uart5: [output] CANTRIP> [ssynthetic_random_alloc 42 1000 64 latency next_fit
11:14:10.6902 [INFO] uart5: [virt: 24.21s (+17.7ms)] CANTRIP> [ssynthetic_random_alloc 42 1000 64 latency next_fit
11:14:10.6915 [INFO] uart5: [output] Begin synthetic workload!
11:14:10.6916 [INFO] uart5: [virt:  24.21s (+0.2ms)] Begin synthetic workload!
11:14:10.7021 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16384, 'obj-in-use': 1, 'instruction count': 424541, 'allocation': true}
11:14:30.3643 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 1901, 'allocation': true}
11:14:30.3645 [INFO] uart5: [virt:  24.82s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 1901, 'allocation': true}
11:14:30.4036 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1276, 'allocation': false}
11:14:30.4038 [INFO] uart5: [virt:  24.82s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1276, 'allocation': false}
11:14:30.4447 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 1669, 'allocation': true}
11:14:30.4448 [INFO] uart5: [virt:  24.82s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 1669, 'allocation': true}
11:14:30.4854 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1256, 'allocation': false}
11:14:30.4855 [INFO] uart5: [virt:  24.82s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1256, 'allocation': false}
11:14:30.5228 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 1024, 'obj-in-use': 1, 'instruction count': 2411, 'allocation': true}
11:14:30.5229 [INFO] uart5: [virt:  24.82s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 1024, 'obj-in-use': 1, 'instruction count': 2411, 'allocation': true}
11:14:30.5609 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1289, 'allocation': false}
11:14:30.5611 [INFO] uart5: [virt:  24.82s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1289, 'allocation': false}
11:14:30.6061 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16384, 'obj-in-use': 1, 'instruction count': 2301, 'allocation': true}
11:14:30.6063 [INFO] uart5: [virt:  24.82s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16384, 'obj-in-use': 1, 'instruction count': 2301, 'allocation': true}
11:14:30.6534 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 253759, 'allocation': false}
11:14:30.6535 [INFO] uart5: [virt:    24.83s (+3ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 253759, 'allocation': false}
11:14:30.6922 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 14729, 'allocation': true}
11:14:30.6923 [INFO] uart5: [virt:  24.83s (+0.6ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 14729, 'allocation': true}
11:14:30.7378 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1276, 'allocation': false}
11:14:30.7380 [INFO] uart5: [virt:  24.83s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1276, 'allocation': false}
11:14:30.7871 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16384, 'obj-in-use': 1, 'instruction count': 1683, 'allocation': true}
11:14:30.7873 [INFO] uart5: [virt:  24.83s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16384, 'obj-in-use': 1, 'instruction count': 1683, 'allocation': true}
11:14:30.8323 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 256794, 'allocation': false}
11:14:30.8324 [INFO] uart5: [virt:  24.83s (+3.1ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 256794, 'allocation': false}
11:14:30.8765 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 14703, 'allocation': true}
11:14:30.8766 [INFO] uart5: [virt:  24.83s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 14703, 'allocation': true}
11:14:30.9185 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 48, 'obj-in-use': 2, 'instruction count': 1627, 'allocation': true}
11:14:30.9186 [INFO] uart5: [virt:  24.83s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 48, 'obj-in-use': 2, 'instruction count': 1627, 'allocation': true}
11:14:30.9559 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 32, 'obj-in-use': 1, 'instruction count': 1368, 'allocation': false}
11:14:30.9561 [INFO] uart5: [virt:  24.83s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 32, 'obj-in-use': 1, 'instruction count': 1368, 'allocation': false}
11:14:30.9974 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 1056, 'obj-in-use': 2, 'instruction count': 1553, 'allocation': true}
11:14:30.9975 [INFO] uart5: [virt:  24.83s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 1056, 'obj-in-use': 2, 'instruction count': 1553, 'allocation': true}
11:14:31.0382 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 1184, 'obj-in-use': 3, 'instruction count': 1614, 'allocation': true}
11:14:31.0383 [INFO] uart5: [virt:  24.83s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 1184, 'obj-in-use': 3, 'instruction count': 1614, 'allocation': true}
11:14:31.0779 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 42144, 'obj-in-use': 13, 'instruction count': 2213, 'allocation': true}
11:14:31.0780 [INFO] uart5: [virt:  24.83s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 42144, 'obj-in-use': 13, 'instruction count': 2213, 'allocation': true}
11:14:31.1203 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 42656, 'obj-in-use': 14, 'instruction count': 1658, 'allocation': true}
11:14:31.1204 [INFO] uart5: [virt:  24.84s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 42656, 'obj-in-use': 14, 'instruction count': 1658, 'allocation': true}
11:14:31.1649 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 42144, 'obj-in-use': 13, 'instruction count': 3008, 'allocation': false}
11:14:31.1651 [INFO] uart5: [virt:  24.84s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 42144, 'obj-in-use': 13, 'instruction count': 3008, 'allocation': false}
11:14:31.2183 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 1184, 'obj-in-use': 3, 'instruction count': 13883, 'allocation': false}
11:14:31.2185 [INFO] uart5: [virt:  24.84s (+0.7ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 1184, 'obj-in-use': 3, 'instruction count': 13883, 'allocation': false}
11:14:31.2676 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 160, 'obj-in-use': 2, 'instruction count': 1400, 'allocation': false}
11:14:31.2677 [INFO] uart5: [virt:  24.84s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 160, 'obj-in-use': 2, 'instruction count': 1400, 'allocation': false}
11:14:31.3126 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 176, 'obj-in-use': 3, 'instruction count': 1602, 'allocation': true}
11:14:31.3127 [INFO] uart5: [virt:  24.84s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 176, 'obj-in-use': 3, 'instruction count': 1602, 'allocation': true}
11:14:31.3598 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 144, 'obj-in-use': 2, 'instruction count': 1391, 'allocation': false}
11:14:31.3599 [INFO] uart5: [virt:  24.84s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 144, 'obj-in-use': 2, 'instruction count': 1391, 'allocation': false}
11:14:31.4085 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 128, 'obj-in-use': 1, 'instruction count': 1420, 'allocation': false}
11:14:31.4086 [INFO] uart5: [virt:  24.84s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 128, 'obj-in-use': 1, 'instruction count': 1420, 'allocation': false}
11:14:31.4458 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 3273, 'allocation': false}
11:14:31.4460 [INFO] uart5: [virt:  24.84s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 3273, 'allocation': false}
11:14:31.4885 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 64, 'obj-in-use': 1, 'instruction count': 38402, 'allocation': true}
11:14:31.4886 [INFO] uart5: [virt:  24.84s (+0.8ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 64, 'obj-in-use': 1, 'instruction count': 38402, 'allocation': true}
11:14:31.5253 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1251, 'allocation': false}
11:14:31.5254 [INFO] uart5: [virt:  24.84s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1251, 'allocation': false}
11:14:31.5666 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 1669, 'allocation': true}
11:14:31.5668 [INFO] uart5: [virt:  24.84s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 1669, 'allocation': true}
11:14:31.6133 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 12304, 'obj-in-use': 4, 'instruction count': 1735, 'allocation': true}
11:14:31.6135 [INFO] uart5: [virt:  24.84s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 12304, 'obj-in-use': 4, 'instruction count': 1735, 'allocation': true}
11:14:31.6552 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 4216, 'allocation': false}
11:14:31.6555 [INFO] uart5: [virt:  24.84s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 4216, 'allocation': false}
11:14:31.7037 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1256, 'allocation': false}
11:14:31.7038 [INFO] uart5: [virt:  24.84s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1256, 'allocation': false}
11:14:31.7489 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 32, 'obj-in-use': 1, 'instruction count': 14674, 'allocation': true}
11:14:31.7490 [INFO] uart5: [virt:  24.84s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 32, 'obj-in-use': 1, 'instruction count': 14674, 'allocation': true}
11:14:31.7978 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1279, 'allocation': false}
11:14:31.7980 [INFO] uart5: [virt:  24.84s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1279, 'allocation': false}
11:14:31.8363 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 1622, 'allocation': true}
11:14:31.8364 [INFO] uart5: [virt:  24.84s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 1622, 'allocation': true}
11:14:31.8894 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1251, 'allocation': false}
11:14:31.8895 [INFO] uart5: [virt: 24.85s (+10.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1251, 'allocation': false}
11:14:31.9315 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 1695, 'allocation': true}
11:14:31.9316 [INFO] uart5: [virt:  24.85s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 1695, 'allocation': true}
11:14:31.9677 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1276, 'allocation': false}
11:14:31.9678 [INFO] uart5: [virt:  24.85s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1276, 'allocation': false}
11:14:32.0078 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16384, 'obj-in-use': 4, 'instruction count': 1872, 'allocation': true}
11:14:32.0080 [INFO] uart5: [virt:  24.86s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16384, 'obj-in-use': 4, 'instruction count': 1872, 'allocation': true}
11:14:32.0465 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 5005, 'allocation': false}
11:14:32.0466 [INFO] uart5: [virt:  24.86s (+0.6ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 5005, 'allocation': false}
11:14:32.0865 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4096, 'obj-in-use': 1, 'instruction count': 14694, 'allocation': true}
11:14:32.0866 [INFO] uart5: [virt:  24.86s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4096, 'obj-in-use': 1, 'instruction count': 14694, 'allocation': true}
11:14:32.1261 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1286, 'allocation': false}
11:14:32.1263 [INFO] uart5: [virt:  24.86s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1286, 'allocation': false}
11:14:32.1674 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 512, 'obj-in-use': 1, 'instruction count': 5117, 'allocation': true}
11:14:32.1676 [INFO] uart5: [virt:  24.86s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 512, 'obj-in-use': 1, 'instruction count': 5117, 'allocation': true}
11:14:32.2238 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 544, 'obj-in-use': 2, 'instruction count': 1631, 'allocation': true}
11:14:32.2240 [INFO] uart5: [virt:  24.86s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 544, 'obj-in-use': 2, 'instruction count': 1631, 'allocation': true}
11:14:32.2719 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 512, 'obj-in-use': 1, 'instruction count': 1441, 'allocation': false}
11:14:32.2720 [INFO] uart5: [virt:  24.86s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 512, 'obj-in-use': 1, 'instruction count': 1441, 'allocation': false}
11:14:32.3136 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1289, 'allocation': false}
11:14:32.3138 [INFO] uart5: [virt:  24.86s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1289, 'allocation': false}
11:14:32.3535 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 2081, 'allocation': true}
11:14:32.3536 [INFO] uart5: [virt:  24.86s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 2081, 'allocation': true}
11:14:32.3913 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1256, 'allocation': false}
11:14:32.3914 [INFO] uart5: [virt:  24.86s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1256, 'allocation': false}
11:14:32.4312 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 128, 'obj-in-use': 1, 'instruction count': 1622, 'allocation': true}
11:14:32.4313 [INFO] uart5: [virt:  24.86s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 128, 'obj-in-use': 1, 'instruction count': 1622, 'allocation': true}
11:14:32.4690 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 144, 'obj-in-use': 2, 'instruction count': 1600, 'allocation': true}
11:14:32.4691 [INFO] uart5: [virt:  24.86s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 144, 'obj-in-use': 2, 'instruction count': 1600, 'allocation': true}
11:14:32.5137 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 656, 'obj-in-use': 3, 'instruction count': 1632, 'allocation': true}
11:14:32.5138 [INFO] uart5: [virt:  24.86s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 656, 'obj-in-use': 3, 'instruction count': 1632, 'allocation': true}
11:14:32.5574 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 640, 'obj-in-use': 2, 'instruction count': 1516, 'allocation': false}
11:14:32.5575 [INFO] uart5: [virt:  24.86s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 640, 'obj-in-use': 2, 'instruction count': 1516, 'allocation': false}
11:14:32.6016 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 512, 'obj-in-use': 1, 'instruction count': 1348, 'allocation': false}
11:14:32.6017 [INFO] uart5: [virt:  24.86s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 512, 'obj-in-use': 1, 'instruction count': 1348, 'allocation': false}
11:14:32.6463 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 2519, 'allocation': false}
11:14:32.6464 [INFO] uart5: [virt:  24.86s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 2519, 'allocation': false}
11:14:32.6895 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4096, 'obj-in-use': 1, 'instruction count': 2278, 'allocation': true}
11:14:32.6897 [INFO] uart5: [virt:  24.86s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4096, 'obj-in-use': 1, 'instruction count': 2278, 'allocation': true}
11:14:32.7343 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1286, 'allocation': false}
11:14:32.7344 [INFO] uart5: [virt:  24.86s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1286, 'allocation': false}
11:14:32.7744 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 512, 'obj-in-use': 1, 'instruction count': 4791, 'allocation': true}
11:14:32.7745 [INFO] uart5: [virt:  24.86s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 512, 'obj-in-use': 1, 'instruction count': 4791, 'allocation': true}
11:14:32.8169 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 528, 'obj-in-use': 2, 'instruction count': 1626, 'allocation': true}
11:14:32.8171 [INFO] uart5: [virt:  24.86s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 528, 'obj-in-use': 2, 'instruction count': 1626, 'allocation': true}
11:14:32.8693 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4624, 'obj-in-use': 3, 'instruction count': 1614, 'allocation': true}
11:14:32.8695 [INFO] uart5: [virt:  24.86s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4624, 'obj-in-use': 3, 'instruction count': 1614, 'allocation': true}
11:14:32.9172 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 5136, 'obj-in-use': 4, 'instruction count': 1634, 'allocation': true}
11:14:32.9198 [INFO] uart5: [virt:  24.87s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 5136, 'obj-in-use': 4, 'instruction count': 1634, 'allocation': true}
11:14:32.9561 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 9232, 'obj-in-use': 5, 'instruction count': 1591, 'allocation': true}
11:14:32.9562 [INFO] uart5: [virt:  24.87s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 9232, 'obj-in-use': 5, 'instruction count': 1591, 'allocation': true}
11:14:32.9987 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 5136, 'obj-in-use': 4, 'instruction count': 1464, 'allocation': false}
11:14:32.9988 [INFO] uart5: [virt:  24.87s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 5136, 'obj-in-use': 4, 'instruction count': 1464, 'allocation': false}
11:14:33.0418 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4624, 'obj-in-use': 3, 'instruction count': 2866, 'allocation': false}
11:14:33.0420 [INFO] uart5: [virt:  24.87s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4624, 'obj-in-use': 3, 'instruction count': 2866, 'allocation': false}
11:14:33.0960 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 528, 'obj-in-use': 2, 'instruction count': 93379, 'allocation': false}
11:14:33.0961 [INFO] uart5: [virt:  24.87s (+1.3ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 528, 'obj-in-use': 2, 'instruction count': 93379, 'allocation': false}
11:14:33.1359 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 3008, 'allocation': false}
11:14:33.1360 [INFO] uart5: [virt:  24.87s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 3008, 'allocation': false}
11:14:33.1768 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1276, 'allocation': false}
11:14:33.1769 [INFO] uart5: [virt:  24.87s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1276, 'allocation': false}
11:14:33.2200 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 128, 'obj-in-use': 1, 'instruction count': 14656, 'allocation': true}
11:14:33.2202 [INFO] uart5: [virt:  24.87s (+0.6ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 128, 'obj-in-use': 1, 'instruction count': 14656, 'allocation': true}
11:14:33.2604 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4224, 'obj-in-use': 2, 'instruction count': 1591, 'allocation': true}
11:14:33.2605 [INFO] uart5: [virt:  24.87s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4224, 'obj-in-use': 2, 'instruction count': 1591, 'allocation': true}
11:14:33.3030 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4096, 'obj-in-use': 1, 'instruction count': 1362, 'allocation': false}
11:14:33.3031 [INFO] uart5: [virt:  24.87s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4096, 'obj-in-use': 1, 'instruction count': 1362, 'allocation': false}
11:14:33.3433 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1286, 'allocation': false}
11:14:33.3435 [INFO] uart5: [virt:  24.87s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1286, 'allocation': false}
11:14:33.3899 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4096, 'obj-in-use': 1, 'instruction count': 8054, 'allocation': true}
11:14:33.3900 [INFO] uart5: [virt:  24.87s (+0.6ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4096, 'obj-in-use': 1, 'instruction count': 8054, 'allocation': true}
11:14:33.4322 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1294, 'allocation': false}
11:14:33.4323 [INFO] uart5: [virt:  24.87s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1294, 'allocation': false}
11:14:33.4762 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 512, 'obj-in-use': 1, 'instruction count': 4791, 'allocation': true}
11:14:33.4763 [INFO] uart5: [virt:  24.87s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 512, 'obj-in-use': 1, 'instruction count': 4791, 'allocation': true}
11:14:33.5135 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 2519, 'allocation': false}
11:14:33.5136 [INFO] uart5: [virt:  24.87s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 2519, 'allocation': false}
11:14:33.5547 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 1024, 'obj-in-use': 1, 'instruction count': 2617, 'allocation': true}
11:14:33.5548 [INFO] uart5: [virt:  24.87s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 1024, 'obj-in-use': 1, 'instruction count': 2617, 'allocation': true}
11:14:33.5981 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 1040, 'obj-in-use': 2, 'instruction count': 1630, 'allocation': true}
